[lrno],[vesselname],[owner],[shipmanager],[operator],[flag],[dwt],[loa],[breadth],[depth],[statdecode]
9039638,TITAN TULSHYAN,Astoria International Group,Titan Ocean Pte Ltd,Titan Ocean Pte Ltd,PAN,299718,332,57.20000076,30.39999962,Crude Oil Tanker
9181613,NAVIGA I,Lupter Maritime Inc,Zodiac Maritime Ltd,Zodiac Maritime Ltd,LIB,107181,246.8000031,42,21.33399963,Crude Oil Tanker
9235256,FLANDRE,Euronav NV,Euronav NV,Tankers UK Agencies Ltd,FIS,305688,332,58,31,Crude Oil Tanker
9237785,SHIBLAH,BAHRI,Mideast Ship Management Ltd,BAHRI,LIB,316476,333.0400085,60,30.5,Crude Oil Tanker
9237797,LULU,BAHRI,Mideast Ship Management Ltd,Mideast Ship Management Ltd,LIB,316507,333.0400085,60,30.5,Crude Oil Tanker
9203265,KALYMNOS,Docal Shipping Ltd,Marine Trust Ltd,Marine Trust Ltd,MTA,299089,332,58,31,Crude Oil Tanker
9039999,DA QING 71,China Shipping Tanker Co Ltd,China Shipping Tanker Co Ltd,China Shipping Tanker Co Ltd,CHR,34748,185.5,27.5,15,Crude Oil Tanker
9077850,BICAS,Blue Tanker Shipping SA,Sambouk Shipping FZC,Sambouk Shipping FZC,MGL,298432,332,58,31,Crude Oil Tanker
9040003,DA QING 72,China Shipping Tanker Co Ltd,China Shipping Tanker Co Ltd,China Shipping Tanker Co Ltd,CHR,34748,185.4499969,27.5,15,Crude Oil Tanker
9077862,MAYFAIR,KTL Mayfair Inc,Thome Ship Management Pte Ltd,Confirmation Of Info Awaited,MAI,298405,332,58,31,Crude Oil Tanker
9108702,SUCCESS PIONEER XXXV,Putra Utama Line PT,Putra Utama Line PT,Putra Utama Line PT,IDA,96183,243.276001,41.79999924,20,Crude Oil Tanker
9079078,NAPOLI,NITC,NITC,NITC,MGL,298731,332,58,26.84000015,Crude Oil Tanker
9114593,NORTH,Dromon ENE,Nereus Shipping SA,Nereus Shipping SA,SKN,148561,269,46,23.89999962,Crude Oil Tanker
8719231,OMVATI PREM,Mercator Ltd,Mercator Ltd,Mercator Ltd,IND,90607,247.1999969,41.59999847,17.20000076,Crude Oil Tanker
9218492,DEEP SEA,NITC,NITC,NITC,UNK,299500,333.6700134,58,31,Crude Oil Tanker
8806539,CE-SHILLA,Aurelia Marine Inc,Marine Trust Ltd,Marine Trust Ltd,LIB,106912,244.0800018,42.66999817,21.52000046,Crude Oil Tanker
9203772,SONANGOL KIZOMBA,Sonangol Shipping Kizomba,Stena Bulk LLC,Stena Sonangol Suezmax Pool,BAH,159165,274,48,23.20000076,Crude Oil Tanker
9206310,ARION,Super Marine Ltd,Andriaki Shipping Co Ltd,Andriaki Shipping Co Ltd,GRC,309460,333.2770081,58,31.25,Crude Oil Tanker
9081174,ZOYA 1,Ullib Shipping Inc,Ullib Shipping Inc,Ullib Shipping Inc,PAN,300482,330.2650146,58,31,Crude Oil Tanker
9050278,RUBY,Loadstar Management Inc,Loadstar Management Inc,Loadstar Management Inc,LIB,150173,278.0400085,45,24.29999924,Crude Oil Tanker
9081186,SENORITA,DTA Ship Agency LLC,DTA Ship Agency LLC,DTA Ship Agency LLC,CMR,300549,330.269989,58,31,Crude Oil Tanker
9051351,EAGLE OTOME,Icon Eagle Otome Pte Ltd,Icon Eagle Otome Pte Ltd,Icon Eagle Otome Pte Ltd,SNG,95663,246.8699951,42,19.5,Crude Oil Tanker
9212888,HEDY,NITC,NITC,NITC,UNK,299242,333.1300049,58,31,Crude Oil Tanker
9051363,SUBAM,Icon Eagle Subaru Pte Ltd,AET Inc Ltd,Icon Eagle Subaru Pte Ltd,SNG,95675,246.8699951,42,19.5,Crude Oil Tanker
9058828,KIMA,Paboram Shipping SA,Syncro Shipping Co Ltd,Bong Shin Co Ltd,PAN,95822,241.7799988,42,20.39999962,Crude Oil Tanker
9063093,DA QING 437,Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,CHR,19642,159.2700043,26,12,Crude Oil Tanker
9082300,HEBEI MOUNTAIN,Shenlong Shipping Co Ltd,HOSCO,HOSCO,HKG,307050,328.0400085,57,30.79999924,Crude Oil Tanker
9074561,KITION,Kition Shipping,Polyar Tankers AS,Polyar Tankers AS,BAH,96315,243.2929993,41.79999924,20,Crude Oil Tanker
9230907,TI TOPAZ,Euronav NV,Euronav NV,Tankers UK Agencies Ltd,BLG,319430,332.9899902,60,30.39999962,Crude Oil Tanker
9301421,VICTOR KONETSKY,Vimena Trading Ltd,SCF Unicom Singapore Pte Ltd,Exxon Neftegas Ltd,CYP,101018,246.8800049,42,21.60000038,Crude Oil Tanker
9160190,KYMOLOS,Kimolos Maritime Corp,Aeolos Management SA,Andros Maritime Agencies Ltd,LIB,298324,332,58,31,Crude Oil Tanker
9235737,SKOPELOS,Skopelos Maritime Corp,Aeolos Management SA,Andros Maritime Agencies Ltd,MTA,319360,332.9899902,60,30.39999962,Crude Oil Tanker
9290397,UNITED KALAVRYTA,United Kalavryta Inc,Marine Management Services MC,Marine Management Services MC,MAI,159156,274.4700012,48,23.10000038,Crude Oil Tanker
9239939,SIENA,Siena Navigation Corp,Neda Maritime Agency Co Ltd,Kawasaki Kisen Kaisha Ltd,GRC,105328,248,43,21,Crude Oil Tanker
9294563,TAGA,Blue Tree Maritima SA,NYK Line,NYK Line,PAN,303430,332.980011,60,29.39999962,Crude Oil Tanker
9174218,MARAN GEMINI,Astra Navigation Inc,Maran Tankers Management Inc,Maran Tankers Management Inc,GRC,310139,333,58,31.25,Crude Oil Tanker
9131149,NORDIC HAWK,Nordic American Tankers Ltd,Orion Tankers Ltd,Orion Tankers Ltd,BAH,151475,274.0580139,46,23.60000038,Crude Oil Tanker
9301524,SKS SATILLA,SKS OBO & Tankers AS,KGJ OBO & Tankers Fleet Mgmt,SKS Tankers Holding AS,NIS,158843,274.269989,48.00999832,23.10000038,Crude Oil Tanker
9135286,CHARM,Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,PAN,264992,333,60,28.60000038,Crude Oil Tanker
9162887,AL SHEGAYA,Kuwait Oil Tanker Co SAK,Kuwait Oil Tanker Co SAK,Kuwait Petroleum Corp,KUW,310513,334.5130005,58.04000092,31,Crude Oil Tanker
9302970,SEALOYALTY,Fortune Shipping & Maritime,Thenamaris Ships Management,Thenamaris Ships Management,MTA,106468,243.0700073,42,20.70000076,Crude Oil Tanker
9292163,FRONT FORCE,SFL Force Inc,Frontline Management AS,Frontline Ltd,MAI,305442,330.25,60,29.5,Crude Oil Tanker
9038749,OCEAN ELEGANCE,Monsoon Navigation Corp,Stalwart Management Ltd,Stalwart Management Ltd,PAN,106236,243.8000031,42,20.60000038,Crude Oil Tanker
9292187,SEAKING,Scope Navigation Inc,Thenamaris Ships Management,Thenamaris Ships Management,BAH,318669,333,60,30.39999962,Crude Oil Tanker
9302982,GENER8 HARRIET G,GMR Harriet G LLC,Gener8 Maritime Management,Gener8 Maritime Management,LIB,150205,274.2000122,48,22.39999962,Crude Oil Tanker
9164835,YINSON GENESIS,Yinson Production West Africa,Yinson Production West Africa,Yinson Production West Africa,SNG,309996,333.0710144,58,31.25,Crude Oil Tanker
9302994,GENER8 KARA G,GMR Kara G LLC,Gener8 Maritime Management,Gener8 Maritime Management,LIB,150296,274.2000122,48,22.39999962,Crude Oil Tanker
9165346,TULJA BHAVANI,Atlantic Bluewater Services,Deep Frontline Shippers Ltd,Deep Frontline Shippers Ltd,PAN,299127,332.0499878,58,31,Crude Oil Tanker
9166687,CHAMP,Trinidad Shipping Inc,Trinidad Shipping Inc,Trinidad Shipping Inc,CMR,311286,334.4599915,58,31,Crude Oil Tanker
9296406,ICE TRANSPORTER,Jackson International Ltd,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,LIB,146270,274.2000122,48,22.39999962,Crude Oil Tanker
9171448,MARAN CALLISTO,Callisto ENE,Maran Tankers Management Inc,Maran Tankers Management Inc,GRC,299167,332,58,31,Crude Oil Tanker
9312145,SOUNION,Sounion ENE,Delta Tankers Ltd,Delta Tankers Ltd,GRC,163759,274,50,23.10000038,Crude Oil Tanker
9171450,STARK,Clove Shipping Co Ltd,NITC,NITC,UNK,159681,274,48,23.20000076,Crude Oil Tanker
9194127,MARAN CASTOR,Castor I ENE,Maran Tankers Management Inc,Standard Tankers LLC,GRC,306344,332,58,31,Crude Oil Tanker
9183348,TAKACHIHO II,Seaborn Enterprises SA,NYK Line,NYK Line,PAN,280889,330,60,28.89999962,Crude Oil Tanker
9318149,ORPHEAS,Orpheas Navigation Inc,Liquimar Tankers Management,Liquimar Tankers Management,LIB,167282,274.1799927,50,23.10000038,Crude Oil Tanker
9184392,MARITIME JEWEL,Moray Marine SA,Eastern Pacific Shipping Pte,Eastern Pacific Shipping Pte,LIB,299364,332,58,31,Crude Oil Tanker
9297905,JAG LALIT,Great Eastern Shipping Co Ltd,Great Eastern Shipping Co Ltd,Great Eastern Shipping Co Ltd,IND,158344,274.1900024,48,23.10000038,Crude Oil Tanker
9155808,FRONT BRABANT,Front Brabant Inc,Frontline Management AS,Frontline Ltd,MAI,153152,269.1900024,46,24.39999962,Crude Oil Tanker
9202716,DELTA MILLENNIUM,Aeneas Co Inc,Delta Tankers Ltd,Delta Tankers Ltd,LIB,301930,330.269989,58,31,Crude Oil Tanker
9180114,SONANGOL GIRASSOL,Sonangol Shipping Girassol Ltd,SONANGOL,SONANGOL,BAH,159057,274,48,23.20000076,Crude Oil Tanker
9175078,NEW TRUST,Audley Maritime Corp,New Shipping Ltd-LIB,New Shipping Ltd-LIB,LIB,157327,274,48,23.20000076,Crude Oil Tanker
9175080,TINA,Single Buoy Moorings,SBM Production Contractors Inc,SBM Production Contractors Inc,BAH,309344,334.5400085,58,31,Crude Oil Tanker
9304643,CABO TAMAR,Ultranav Naviera Ltda,Ultranav Naviera Ltda,Ultranav Naviera Ltda,CHL,105778,239,42,21.29999924,Crude Oil Tanker
9203760,SONANGOL LUANDA,Sonangol Shipping Luanda Ltd,SONANGOL,SONANGOL,BAH,159178,274,48,23.20000076,Crude Oil Tanker
9232591,OVERSEAS PEARLMAR,Pearlmar Ltd-MAI,OSG Ship Management GR Ltd,Panamax International LLC,MAI,69697,228,32.20000076,19.79999924,Crude Oil Tanker
9212759,ULTIMATE FREEDOM,Ultimate Freedom Inc,Qaiwan Group,Qaiwan Group,PAN,160383,274,48,23.70000076,Crude Oil Tanker
9362073,HERO,NITC,NITC,NITC,UNK,317355,333,60,30.5,Crude Oil Tanker
9230878,EAGLE VIRGINIA,Icon Eagle Virginia Pte Ltd,AET Shipmanagement Pte Ltd,AET Inc Ltd,SNG,319029,332.9899902,60,30.39999962,Crude Oil Tanker
9362889,PACIFIC VOYAGER,Dynasty Shipping Corp SA,Mitsui OSK Lines Ltd,Mitsui OSK Lines Ltd,IOM,302290,333,60,29,Crude Oil Tanker
9312509,NAVARIN,Euronav Shipping NV,Euronav NV,Tankers UK Agencies Ltd,MAI,307284,332.9089966,58,30.99300003,Crude Oil Tanker
9336426,BERGITTA,Bergshav Shipping AS,Bergshav Management AS,Bergshav Management AS,BAH,105850,240.5,42,21.20000076,Crude Oil Tanker
9336983,GENER8 ST. NIKOLAS,GMR St Nikolas LLC,Gener8 Maritime Management,Gener8 Maritime Management,MAI,149876,274.2000122,48,22.39999962,Crude Oil Tanker
9208057,JAG LAKSHITA,Great Eastern Shipping Co Ltd,Great Eastern Shipping Co Ltd,Great Eastern Shipping Co Ltd,IND,147093,274.2200012,47.79999924,22.79999924,Crude Oil Tanker
9337004,AIAS,Aias Carriers Corp,Capital Ship Management Corp,Repsol YPF,LIB,150393,274.2000122,48,22.39999962,Crude Oil Tanker
9337157,KOKKARI,Karley Finance SA,Samos Steamship Co,Samos Steamship Co,BAH,297538,329.9899902,60,29.70000076,Crude Oil Tanker
9208215,CHRYSSI,Chryssi Maritime Co,Aeolos Management SA,Andros Maritime Agencies Ltd,MTA,298920,333,60,29.29999924,Crude Oil Tanker
9217979,DHT ANN,Ann Tanker Corp,DHT Management AS,DHT Management AS,HKG,309327,334.5899963,58,31,Crude Oil Tanker
9323948,NAUTIC,Euronav Tankers NV,Euronav NV,Euronav NV,MAI,307284,332.9299927,57.99900055,31,Crude Oil Tanker
9337183,COSJADE LAKE,Cosjade Lake Maritime Inc,Dalian Ocean Shipping Co Ltd,Dalian Ocean Shipping Co Ltd,HKG,298216,329.9899902,60,29.70000076,Crude Oil Tanker
9218466,DOVER,NITC,NITC,NITC,UNK,299500,333.5,58,31,Crude Oil Tanker
9516923,GC FUZHOU,Tanker Alexandria Intl Pte Ltd,Heidmar Inc,Seawolf Tankers Inc,SNG,319725,332.9509888,60,30.50499916,Crude Oil Tanker
9237412,JAG LAVANYA,Great Eastern Shipping Co Ltd,Great Eastern Shipping Co Ltd,Sigma Tankers Inc,IND,105051,243.5,42,21.29999924,Crude Oil Tanker
9124861,SHOKO MARU,Shoho Kaiun KK,Shoho Kaiun KK,Shoho Kaiun KK,JPN,2242,81.01999664,11.80000019,5.599999905,Crude Oil Tanker
9389021,MARINA,Introlet Ltd,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,LIB,299999,333,60,30.39999962,Crude Oil Tanker
9516935,SHANGHAI,Tanker Amsterdam Intl Pte Ltd,Heidmar Inc,Seawolf Tankers Inc,SNG,319725,332.980011,60,30.5,Crude Oil Tanker
9395305,DESIMI,Virgil Marine Co,TMS Tankers Ltd,TMS Tankers Ltd,MTA,296865,330,60,29.70000076,Crude Oil Tanker
9386940,HABARI,BAHRI,Mideast Ship Management Ltd,BAHRI,BAH,317664,333.0400085,60,30.39999962,Crude Oil Tanker
9237761,TINAT,BAHRI,Mideast Ship Management Ltd,Mideast Ship Management Ltd,LIB,316501,333,60,30.5,Crude Oil Tanker
9387542,KAOMBO NORTE,Total E&P Angola Block 32,Total SA,Total SA,BAH,315981,333.1300049,60,30.40999985,Crude Oil Tanker
9341079,NS CORONA,Waterways Tankers Inc,SCF Novoship JSC,SCF Novoship JSC,LIB,110066,243.9700012,42,21,Crude Oil Tanker
9395317,SOLANA,Nestor I Maritime Ltd,TMS Tankers Ltd,TMS Tankers Ltd,MTA,296790,330,60,29.70000076,Crude Oil Tanker
9387554,KAOMBO SUL,Total E&P Angola Block 32,Total SA,Total SA,BAH,318000,333.1300049,60,30.40500069,Crude Oil Tanker
9346873,MARE ORIENS,d'Amico Fratelli SpA,d'Amico Fratelli SpA,d'Amico Fratelli SpA,ITL,110295,244.5460052,42,21.51000023,Crude Oil Tanker
9308065,STORVIKEN,Viken Fleet I AS,Viken Shipping AS,Viken Shipping AS,BAH,152013,274.5490112,48,23.60000038,Crude Oil Tanker
9352561,ANDROMEDA,Arbor Trading SA,Minerva Marine Inc,Minerva Marine Inc,MTA,321300,333,60,30.5,Crude Oil Tanker
9410222,ZOUZOU N.,Finaco Trade & Investment SA,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,LIB,149991,274.2000122,50,23.20000076,Crude Oil Tanker
9353802,FRONT EMINENCE,Front Eminence Inc,Frontline Management AS,Frontline Ltd,MAI,321300,333,60,30.5,Crude Oil Tanker
9413004,EAGLE SYDNEY,Eagle Sydney KS,AET Shipmanagement Pte Ltd,AET Inc Ltd,PAN,105419,228.6000061,42,21.5,Crude Oil Tanker
9410973,CENTER,Icon Octavian Center LLC,Eiger Shipping SA,Eiger Shipping SA,MTA,156516,274.5,48,23.70000076,Crude Oil Tanker
9414931,YIANGOS,Unified Investments Inc Ltd,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,MTA,296800,330,60,29.70000076,Crude Oil Tanker
9569657,SEA CLIFF,NITC,NITC,NITC,UNK,317536,333,60,30.5,Crude Oil Tanker
9593012,ISTANBUL,Istanbul Maritime Ltd-MTA,Ciner Ship Management,Koch Shipping Inc,MTA,159500,273.7000122,48,23.29999924,Crude Oil Tanker
9357377,SALINA,NITC,NITC,NITC,UNK,164154,274.2000122,50,23.10000038,Crude Oil Tanker
9357391,HELM,NITC,NITC,NITC,UNK,317356,333,60,30.5,Crude Oil Tanker
9597264,BRITISH VENTURE,AET Inc Ltd,BP Shipping Ltd,BP Shipping Ltd,IOM,320122,333,60,30.5,Crude Oil Tanker
9158874,UNIVERSAL BRAVE,Nereids Owning Co Ltd,Heidmar Inc,Hyundai Merchant Marine Co Ltd,MTA,301242,330.25,58,31,Crude Oil Tanker
9569695,DIONA,NITC,NITC,NITC,UNK,318000,332.9500122,60,30.5,Crude Oil Tanker
9332535,WAFRAH,BAHRI,Mideast Ship Management Ltd,Mideast Ship Management Ltd,BAH,317788,333.0400085,60,30.39999962,Crude Oil Tanker
9336098,LAYLA,BAHRI,Mideast Ship Management Ltd,BAHRI,BAH,317821,333.0400085,60,30.39999962,Crude Oil Tanker
9158898,HYUNDAI SUN,BMF International SA,Hyundai Merchant Marine Co Ltd,Hyundai Merchant Marine Co Ltd,KRS,301178,330.269989,58,31,Crude Oil Tanker
9446374,MARE DORICUM,d'Amico Fratelli SpA,d'Amico Fratelli SpA,Gemini Pool LLC,ITL,158319,274.3900146,48,23.20000076,Crude Oil Tanker
9653434,AL KOUT,Kuwait Oil Tanker Co SAK,Kuwait Oil Tanker Co SAK,Kuwait Petroleum Corp,KUW,317019,333,60,30.5,Crude Oil Tanker
9569700,DERYA,NITC,NITC,NITC,UNK,318000,332.9500122,60,30.5,Crude Oil Tanker
9457543,HOJO,Euronav NV,Euronav NV,Tankers UK Agencies Ltd,BLG,302965,330,60,29.5,Crude Oil Tanker
9569712,DUNE,NITC,NITC,NITC,UNK,318000,332.9500122,60,30.5,Crude Oil Tanker
9345441,AEGEAN NOBILITY,Sea Angel Shipping Inc,Arcadia Shipmanagement Co Ltd,Arcadia Shipmanagement Co Ltd,GRC,115814,248.9600067,43.79999924,21,Crude Oil Tanker
9406659,SESTREA,Amphinome Shipping Inc,Chandris Hellas Inc,Chandris Hellas Inc,LIB,158519,274.4200134,48,23.20000076,Crude Oil Tanker
9389758,XIN TONG YANG,Xin Tong Yang Shipping SA,China International Ship Mgmt,China International Ship Mgmt,HKG,297183,330,60,29.70000076,Crude Oil Tanker
9514561,NAVE BUENA SUERTE,Lefkada Shipping Corp,Navig8 Pte Ltd,Navig8 Pte Ltd,HKG,297491,330,60,29.70000076,Crude Oil Tanker
9516105,EUGENIE,Fontvieille Shipholding Ltd,Euronav NV,Euronav NV,GRC,157672,274.7999878,48,23.20000076,Crude Oil Tanker
9408190,GLORYCROWN,Front Heimdall Inc,Frontline Management AS,North China Shipping Holdings,MAI,156654,274.5,48,23.70000076,Crude Oil Tanker
9516117,DEVON,Moneghetti Shipholding Ltd,Euronav NV,Euronav NV,GRC,159600,274.8129883,48,23.20000076,Crude Oil Tanker
9158903,MILLENNIUM,Oak Shipping Co Ltd,Tsakos Shipping & Trading SA,Tsakos Shipping & Trading SA,PAN,301171,330.25,58,31,Crude Oil Tanker
9400679,OVERSEAS EVEREST,Front President Inc,Tankers UK Agencies Ltd,Tankers UK Agencies Ltd,MAI,296907,329.8999939,60,29.70000076,Crude Oil Tanker
9159828,ETERNAL OIL II,Bahtera Pasific Lines PT,Bahtera Pasific Lines PT,Bahtera Pasific Lines PT,IDA,18220,158,27,11.5,Crude Oil Tanker
9575553,SONANGOL KALANDULA,Sonangol  Kalandula Ltd,ITM Holding,Stena Sonangol Suezmax Pool,BAH,157955,274,48,23.70000076,Crude Oil Tanker
9408205,FRONT NJORD,Front Njord Inc,Frontline Management AS,Frontline Ltd,HKG,156760,274.5,48,23.70000076,Crude Oil Tanker
9334038,YASA GOLDEN BOSPHORUS,Ice Pearl Navigation Corp,Ya-Sa Tanker Isletmeciligi AS,Ya-Sa Tanker Isletmeciligi AS,MAI,115867,248.9279938,43.79999924,21,Crude Oil Tanker
9575565,SONANGOL HUILA,Sonangol Huila Ltd,Stena Bulk LLC,Stena Sonangol Suezmax Pool,BAH,157871,274,48,23.70000076,Crude Oil Tanker
9365764,MANAH,Manah Maritime Trans Co Ltd,Oman Ship Management Co SAOC,Navig8 Pte Ltd,MTA,319993,331.8900146,60,30.5,Crude Oil Tanker
9365776,MAZYONAH,Mazyonah Maritime Trans,Oman Ship Management Co SAOC,Navig8 Pte Ltd,MTA,319901,331.8900146,60,30.5,Crude Oil Tanker
9291286,ATHINA,Fife Ent Ltd,Thenamaris Ships Management,Thenamaris Ships Management,BAH,318658,333.0299988,60,30.39999962,Crude Oil Tanker
9575943,EVGENIA I,Inlet Vista Ltd-MTA,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,MTA,296793,330,60,29.70000076,Crude Oil Tanker
9432050,GIANNIS,Inlet Cliffs Ltd,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,LIB,149999,274.2000122,50,23.20000076,Crude Oil Tanker
9379703,NEW TALISMAN,New Talisman Shipping Co Ltd,Associated Maritime Co HK Ltd,Associated Maritime Co HK Ltd,HKG,296481,330,60,29.70000076,Crude Oil Tanker
9432062,ELENI,Mycenae Shipmanagers Co,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,LIB,149999,274.2000122,50,23.20000076,Crude Oil Tanker
9148635,ASHNA,Ashna GmbH & Co,PetroIneos Trading Ltd,PetroIneos Trading Ltd,MAI,301438,330.269989,58,31,Crude Oil Tanker
9419474,APOLYTARES,Pendea SA,Minerva Marine Inc,Minerva Marine Inc,GRC,316679,336.1700134,60,29.60000038,Crude Oil Tanker
9453315,JOAO CANDIDO,TRANSPETRO,TRANSPETRO,TRANSPETRO,BRZ,157055,274.2000122,48,23.20000076,Crude Oil Tanker
9594731,BRAZOS,DSS A LLC,Diamond S Management LLC,Gemini Pool LLC,MAI,158582,274.3900146,48,23.20000076,Crude Oil Tanker
9593000,ATINA,Atina Maritime Ltd,Ciner Ship Management,Koch Shipping Inc,MTA,159500,273.7000122,48,23.29999924,Crude Oil Tanker
9623269,JUNIN,Junin Shipping Pte Ltd,CV Shipping Pte Ltd,PDVSA,SNG,320899,332,60,30.5,Crude Oil Tanker
9643269,C. SPIRIT,HDGS A Shipholding SA,SK Shipping Co Ltd-KRS,SK Shipping Co Ltd-KRS,PAN,318451,333,60,30.39999962,Crude Oil Tanker
9643271,C. PASSION,HDGS B Shipholding SA,SK Shipping Co Ltd-KRS,SK Shipping Co Ltd-KRS,PAN,313998,333,60,30.39999962,Crude Oil Tanker
9643283,C. FREEDOM,HDGS C Shipholding SA,SK Shipping Co Ltd-KRS,SK Shipping Co Ltd-KRS,PAN,313998,333,60,30.39999962,Crude Oil Tanker
9453822,DRAGAO DO MAR,TRANSPETRO,TRANSPETRO,TRANSPETRO,BRZ,156803,274.2000122,48,23.20000076,Crude Oil Tanker
9653410,AL DERWAZAH,Kuwait Oil Tanker Co SAK,Kuwait Oil Tanker Co SAK,Kuwait Oil Tanker Co SAK,KUW,316884,333,60,30.5,Crude Oil Tanker
9453834,HENRIQUE DIAS,TRANSPETRO,TRANSPETRO,TRANSPETRO,BRZ,156509,274.2999878,48,23.20000076,Crude Oil Tanker
9418614,FRONT BRAGE,Front Brage Inc,Frontline Management AS,Frontline Management AS,MAI,156480,274.5,48,23.70000076,Crude Oil Tanker
9600932,FRONT ULL,Front Ull Inc,Frontline Management AS,Frontline Ltd,MAI,156848,274.5,48,23.20000076,Crude Oil Tanker
9653422,AL YARMOUK,Kuwait Oil Tanker Co SAK,Kuwait Oil Tanker Co SAK,Kuwait Oil Tanker Co SAK,KUW,317033,333,60,30.5,Crude Oil Tanker
9681209,YUAN CHUN HU,Dalian Ocean Shipping Co Ltd,Dalian Ocean Shipping Co Ltd,Dalian Ocean Shipping Co Ltd,CHR,308013,333,60,30,Crude Oil Tanker
9453846,ANDRE REBOUCAS,TRANSPETRO,TRANSPETRO,TRANSPETRO,BRZ,156520,274.2999878,48,23.20000076,Crude Oil Tanker
9501162,DABA,Daba Maritime Transportation,Oman Ship Management Co SAOC,Navig8 Pte Ltd,MAI,316373,333.1400146,60,30.39999962,Crude Oil Tanker
9600944,FRONT IDUN,Front Idun Inc,Frontline Management AS,Frontline Ltd,MAI,156880,274.5,48,23.20000076,Crude Oil Tanker
9681211,YUAN YUE HU,Dalian Huachang Shpg Co Ltd,Dalian Huachang Shpg Co Ltd,Dalian Huachang Shpg Co Ltd,CHR,308079,333,60,30,Crude Oil Tanker
9513115,ARAGONA,Aragona Transportation Corp,Neda Maritime Agency Co Ltd,Neda Maritime Agency Co Ltd,GRC,319319,333,60,30.5,Crude Oil Tanker
9473389,XIN AN YANG,China Shipping Tanker Co Ltd,China Shipping Tanker Co Ltd,China Shipping Tanker Co Ltd,CHR,297491,330,60,29.70000076,Crude Oil Tanker
9385192,PINNACLE SPIRIT,Pinnacle Spirit LLC,Teekay Marine Singapore,PETROBRAS,BAH,160391,274.3900146,48,23.20000076,Crude Oil Tanker
9529499,BORDEIRA,Arabella Owning Co Ltd,TMS Tankers Ltd,TMS Tankers Ltd,MTA,158513,274.3900146,48,23.20000076,Crude Oil Tanker
9357717,DORE,Companion Shipping Co Ltd,NITC,NITC,UNK,317850,333,60,30.5,Crude Oil Tanker
9689988,NEW PROSPERITY,New Prosperity Shipping Co Ltd,Associated Maritime Co HK Ltd,China Merchants Energy Shpg,HKG,318607,333,60,30.60000038,Crude Oil Tanker
9458494,ACHILLEAS,Mount Shipping Co Ltd,Sun Enterprises Ltd-LIB,Sun Enterprises Ltd-LIB,MTA,158370,274,48,23.10000038,Crude Oil Tanker
9575101,SEA SPLENDOR,Sea Splendor Co Ltd,Big Horizon Shipping Agencies,Big Horizon Shipping Agencies,HKG,297123,330,59.98699951,29.70000076,Crude Oil Tanker
9748916,TIANJIN,Tanker Bombay Intl Pte Ltd,Heidmar Inc,Seawolf Tankers Inc,SNG,319896,333,60,30.5,Crude Oil Tanker
9508859,KALLIOPI,Fairtrans Co Inc Ltd-MTA,Dynacom Tankers Management Ltd,Dynacom Tankers Management Ltd,MTA,296659,330,60,29.70000076,Crude Oil Tanker
9486910,BETA,Al Buhaira International Shpg,Venous Ships Mgmt & Ops LLC,Venous Ships Mgmt & Ops LLC,LIB,105319,228.6000061,42,21.5,Crude Oil Tanker
9583732,HERCULES VOYAGER,Rubino Maritime Co,Chevron Shipping Co LLC,Chevron Shipping Co LLC,BAH,319359,333,60,30.5,Crude Oil Tanker
9374399,ANDES IV,MARZAM Cia Ltda,MARDCOM,MARDCOM,ECU,3500,88.09999847,13.5,6.5,Crude Oil Tanker
9508861,ISLAND SPLENDOR,Silver Splendor Co Ltd,Big Horizon Shipping Agencies,Big Horizon Shipping Agencies,HKG,296919,330,60,29.70000076,Crude Oil Tanker
9585871,MONTESPERANZA,Esperanza Naviera SL,Ibaizabal Tankers SL,CSSA Chartering & Shipping,MAR,159179,274.230011,48,23.20000076,Crude Oil Tanker
9585883,MONTESTENA,Naviera Rio Estena SL,Ibaizabal Tankers SL,Stena Sonangol Suezmax Pool,MAR,159179,274.230011,48,23.20000076,Crude Oil Tanker
9590058,BOYACA,Boyaca Shipping Pte Ltd,CV Shipping Pte Ltd,PDVSA,SNG,320840,332,60,30.5,Crude Oil Tanker
9748681,SUNGDONG 2049,Nordic American Tankers Ltd,Nordic American Tankers Ltd,Nordic American Tankers Ltd,LIB,162000,277,48,23.10000038,Crude Oil Tanker
9503574,ARITA,Sorena International Shpg Corp,Apex Maritime Services LLC,Apex Maritime Services LLC,IRN,113000,250,44,21,Crude Oil Tanker
9585895,STENA SUPREME,CM Suez I Ltd,Stena Bulk AB,Stena Sonangol Suezmax Pool,BER,159031,274,48,23.21999931,Crude Oil Tanker
